1473718435295 55.81055
1473718435456 35.59570
1473718435617 32.44019
1473718435778 31.30493
1473718435938 28.97339
1473718436099 25.00000
1473718436260 21.74072
1473718436421 22.35107
1473718436581 21.22192
1473718436742 40.82642
1473718436902 52.95410
1473718437070 66.87622
1473718437233 64.16626
1473718437393 68.53027
1473718437554 70.11719
1473718437724 77.32544
1473718437886 70.11108
1473718438047 69.65332
1473718438210 83.25195
1473718438374 69.89136
1473718438534 67.83447
1473718438699 67.96265
1473718438866 75.64697
1473718439030 68.71338
1473718439201 83.32520
1473718439370 70.14771
1473718439532 69.09180
1473718439693 67.38281
1473718439858 69.35425
1473718440021 81.47583
1473718440187 70.12939
1473718440354 76.07422
1473718440522 68.96973
1473718440690 69.00635
1473718440856 68.83545
1473718441027 97.10693
1473718441194 69.75708
1473718441355 69.36646
1473718441522 69.31763
1473718441684 69.05518 
1473718441857 83.14819
1473718442026 68.39600
1473718442193 90.25879
1473718442358 76.32446
1473718442524 74.23096
1473718442685 68.01147
1473718442846 69.07959
1473718443010 67.71851
1473718443178 68.43262
1473718443345 68.39600
1473718443506 68.57910
1473718443669 96.59424
1473718443833 76.37939
1473718444006 110.2172 
1473718444176 76.08032
1473718444337 69.32373
1473718444504 68.32275
1473718444669 69.65332
1473718444830 67.76123
1473718444990 69.86694
1473718445158 74.93896
1473718445334 68.75000
1473718445499 76.45264
1473718445660 67.21802
1473718445824 67.15088
1473718445990 69.73877
1473718446152 69.69604
1473718446313 82.42188
1473718446482 76.19629
1473718446650 76.48315
1473718446812 69.41528
1473718446975 95.87402
1473718447142 67.50488
1473718447308 77.26440
1473718447469 68.87817
1473718447634 68.29224
1473718447798 81.95190
1473718447970 102.8808 
1473718448139 69.77539
1473718448306 68.31665
1473718448474 82.82471
1473718448643 90.16724
1473718448813 68.38989
1473718448974 68.10913
1473718449142 76.27563
1473718449305 62.19482
1473718449466 69.79370
1473718449634 83.70972
1473718449806 82.78198
1473718449972 69.78760
1473718450142 68.96973
1473718450303 68.90259
1473718450464 88.21411
1473718450630 82.72095
1473718450795 75.66528
1473718450970 68.71338
1473718451135 69.89136
1473718451298 68.98804
1473718451459 82.55615
1473718451630 75.52490
1473718451791 68.73779
1473718451953 79.73022
1473718452123 67.59033
1473718452284 68.62793
1473718452445 68.83545
